1,10,0.1,0.96
1,10,0.01,0.96
1,10,0.001,0.96
1,10,0.0001,0.96
1,10,1e-05,0.96
1,100,0.1,0.96
1,100,0.01,0.96
1,100,0.001,0.96
1,100,0.0001,0.96
1,100,1e-05,0.96
10,10,0.1,9.56
10,10,0.01,9.56
10,10,0.001,9.56
10,10,0.0001,9.56
10,10,1e-05,9.56
10,100,0.1,6.68
10,100,0.01,9.51
10,100,0.001,9.51
10,100,0.0001,9.51
10,100,1e-05,9.51
